lat,lon,prob201108
1.1875,100.6341,100
1.179167,100.6338,100
1.079167,100.6303,100
1.070833,100.6301,100
1.045833,100.6293,100
1.0375,100.629,100
1.029167,100.6287,100
1.020833,100.6285,100
1.0125,100.6282,100
1.004167,100.628,100
.9958333,100.6277,100
.9875,100.6274,100
.9791667,100.6272,100
.9208333,100.6255,100
.9125,100.6253,100
.9041666,100.625,100
.8958333,100.6248,100
.8875,100.6246,100
.7958333,100.6222,100
.7875,100.622,100
.7791666,100.6218,100
.7708333,100.6216,100
.7625,100.6214,100
.7541667,100.6212,100
.7458333,100.621,100
.7375,100.6208,100
.7291667,100.6207,100
.7208334,100.6205,100
.7125,100.6203,100
.7041667,100.6201,100
.6958333,100.6199,100
.6875,100.6197,100
.6791667,100.6196,100
.6708333,100.6194,100
.6625,100.6192,100
.6541666,100.6191,100
.6458333,100.6189,100
.6375,100.6187,100
.5625,100.6173,100
.5291666,100.6168,100
.5208333,100.6167,100
.5041667,100.6164,100
.4958333,100.6163,100
.4875,100.6161,100
.4791667,100.616,100
.4708333,100.6159,100
.4625,100.6158,100
.3458333,100.6143,100
.3125,100.614,100
.2625,100.6136,100
.2541667,100.6135,100
.2458333,100.6134,100
.2375,100.6134,100
.2291667,100.6133,100
.2208333,100.6133,100
.2125,100.6132,100
.2041667,100.6131,100
.1958333,100.6131,100
.1875,100.613,100
.1791667,100.613,100
.1541667,100.6129,100
.1041667,100.6127,100
.0958333,100.6126,100
.0875,100.6126,100
.0791667,100.6126,100
.0708333,100.6126,100
.0625,100.6126,100
.0541667,100.6125,100
.0458333,100.6125,100
.0375,100.6125,100
.0208333,100.6125,100
.0125,100.6125,100
.0041667,100.6125,100
1.6625,100.6632,100
1.654167,100.6628,100
1.645833,100.6624,100
1.6375,100.6619,100
1.629167,100.6615,100
1.620833,100.6611,100
1.6125,100.6607,100
1.604167,100.6603,100
1.595833,100.6599,100
1.520833,100.6563,100
1.504167,100.6555,100
1.404167,100.6511,100
1.395833,100.6507,100
1.3875,100.6503,100
1.379167,100.65,100
1.370833,100.6496,100
1.3625,100.6493,100
1.354167,100.6489,100
1.345833,100.6486,100
1.3375,100.6483,100
1.329167,100.6479,100
1.320833,100.6476,100
1.3125,100.6472,100
1.304167,100.6469,100
1.295833,100.6466,100
1.2875,100.6462,100
1.279167,100.6459,100
1.2625,100.6453,100
1.254167,100.6449,100
1.245833,100.6446,100
1.2375,100.6443,100
1.229167,100.644,100
1.2125,100.6434,100
1.204167,100.6431,100
1.195833,100.6428,100
1.1875,100.6424,100
1.179167,100.6421,100
1.079167,100.6387,100
1.070833,100.6384,100
1.0625,100.6381,100
1.054167,100.6379,100
1.045833,100.6376,100
1.0375,100.6373,100
1.029167,100.6371,100
1.020833,100.6368,100
1.0125,100.6365,100
1.004167,100.6363,100
.9958333,100.636,100
.9875,100.6358,100
.9791667,100.6355,100
.9708334,100.6353,100
.9625,100.635,100
.9541667,100.6348,100
.9458333,100.6345,100
.9375,100.6343,100
.9208333,100.6338,100
.9125,100.6336,100
.9041666,100.6334,100
.8958333,100.6331,100
.8708333,100.6325,100
.7958333,100.6305,100
.7875,100.6303,100
.7791666,100.6301,100
.7708333,100.6299,100
.7625,100.6297,100
.7541667,100.6295,100
.7458333,100.6294,100
.7375,100.6292,100
.7291667,100.629,100
.7208334,100.6288,100
.7125,100.6286,100
.7041667,100.6284,100
.6958333,100.6283,100
.6875,100.6281,100
.6791667,100.6279,100
.6708333,100.6277,100
.6541666,100.6274,100
.6458333,100.6272,100
.6375,100.6271,100
.6291667,100.6269,100
.6208333,100.6267,100
.5708333,100.6258,100
.5625,100.6257,100
.5208333,100.625,100
.5125,100.6249,100
.5041667,100.6247,100
.4958333,100.6246,100
.4875,100.6245,100
.4791667,100.6244,100
.4708333,100.6242,100
.4625,100.6241,100
.4541667,100.624,100
.3458333,100.6227,100
.3208333,100.6224,100
.2875,100.6221,100
.2791667,100.622,100
.2708333,100.622,100
.2625,100.6219,100
.2541667,100.6218,100
.2458333,100.6218,100
.2375,100.6217,100
.2291667,100.6216,100
.2208333,100.6216,100
.2125,100.6215,100
.1875,100.6214,100
.1791667,100.6213,100
.0958333,100.621,100
.0875,100.6209,100
.0791667,100.6209,100
.0708333,100.6209,100
.0625,100.6209,100
.0541667,100.6209,100
.0458333,100.6209,100
.0375,100.6209,100
.0208333,100.6208,100
.0125,100.6208,100
.0041667,100.6208,100
1.6625,100.6715,100
1.654167,100.6711,100
1.645833,100.6707,100
1.6375,100.6703,100
1.629167,100.6699,100
1.620833,100.6694,100
1.6125,100.669,100
1.604167,100.6686,100
1.595833,100.6682,100
1.5875,100.6678,100
1.404167,100.6594,100
1.395833,100.659,100
1.3875,100.6587,100
1.379167,100.6583,100
1.370833,100.658,100
1.3625,100.6576,100
1.354167,100.6573,100
1.345833,100.6569,100
1.3375,100.6566,100
1.329167,100.6563,100
1.320833,100.6559,100
1.3125,100.6556,100
1.304167,100.6552,100
1.295833,100.6549,100
1.2875,100.6546,100
1.279167,100.6543,100
1.270833,100.6539,100
1.2625,100.6536,100
1.254167,100.6533,100
1.245833,100.653,100
1.2375,100.6526,100
1.229167,100.6523,100
1.220833,100.652,100
1.2125,100.6517,100
1.204167,100.6514,100
1.195833,100.6511,100
1.1875,100.6508,100
1.095833,100.6476,100
1.0625,100.6465,100
1.054167,100.6462,100
1.045833,100.6459,100
1.0375,100.6457,100
1.029167,100.6454,100
1.020833,100.6451,100
1.0125,100.6449,100
1.004167,100.6446,100
.9958333,100.6444,100
.9875,100.6441,100
.9791667,100.6439,100
.9708334,100.6436,100
.9625,100.6434,100
.9541667,100.6431,100
.9458333,100.6429,100
.9375,100.6426,100
.9291667,100.6424,100
.9208333,100.6422,100
.9125,100.6419,100
.9041666,100.6417,100
.8958333,100.6415,100
.8875,100.6412,100
.7958333,100.6389,100
.7875,100.6387,100
.7791666,100.6385,100
.7708333,100.6383,100
.7625,100.6381,100
.7541667,100.6379,100
.7458333,100.6377,100
.7375,100.6375,100
.7291667,100.6373,100
.7208334,100.6371,100
.7125,100.6369,100
.7041667,100.6368,100
.6958333,100.6366,100
.6875,100.6364,100
.6791667,100.6362,100
.6708333,100.6361,100
.6625,100.6359,100
.6541666,100.6357,100
.6458333,100.6356,100
.6375,100.6354,100
.6291667,100.6352,100
.6208333,100.6351,100
.5708333,100.6342,100
.5625,100.634,100
.5208333,100.6333,100
.5125,100.6332,100
.5041667,100.6331,100
.4958333,100.6329,100
.4875,100.6328,100
.4791667,100.6327,100
.4708333,100.6326,100
.4625,100.6324,100
.4541667,100.6323,100
.3458333,100.631,100
.3291667,100.6308,100
.3041667,100.6306,100
.2958333,100.6305,100
.2875,100.6304,100
.2791667,100.6304,100
.2708333,100.6303,100
.2625,100.6302,100
.2541667,100.6302,100
.2458333,100.6301,100
.2375,100.63,100
.2291667,100.63,100
.2208333,100.6299,100
.2125,100.6299,100
.2041667,100.6298,100
.1875,100.6297,100
.1791667,100.6297,100
.1708333,100.6296,100
.0958333,100.6293,100
.0875,100.6293,100
.0791667,100.6293,100
.0708333,100.6292,100
.0625,100.6292,100
.0541667,100.6292,100
.0458333,100.6292,100
.0375,100.6292,100
.0291667,100.6292,100
.0208333,100.6292,100
.0125,100.6292,100
.0041667,100.6292,100
1.6625,100.6799,100
1.654167,100.6795,100
1.645833,100.679,100
1.629167,100.6782,100
1.620833,100.6778,100
1.6125,100.6774,100
1.604167,100.677,100
1.595833,100.6766,100
1.404167,100.6677,100
1.395833,100.6674,100
1.3875,100.667,100
1.379167,100.6667,100
1.370833,100.6663,100
1.3625,100.666,100
1.354167,100.6656,100
1.345833,100.6653,100
1.3375,100.6649,100
1.329167,100.6646,100
1.320833,100.6642,100
1.3125,100.6639,100
1.304167,100.6636,100
1.295833,100.6632,100
1.2875,100.6629,100
1.279167,100.6626,100
1.270833,100.6623,100
1.2625,100.6619,100
1.254167,100.6616,100
1.245833,100.6613,100
1.2375,100.661,100
1.229167,100.6607,100
1.220833,100.6603,100
1.2125,100.66,100
1.204167,100.6597,100
1.195833,100.6594,100
1.1875,100.6591,100
1.0875,100.6556,100
1.0625,100.6548,100
1.054167,100.6545,100
1.020833,100.6535,100
1.0125,100.6532,100
1.004167,100.653,100
.9958333,100.6527,100
.9875,100.6525,100
.9791667,100.6522,100
.9708334,100.6519,100
.9625,100.6517,100
.9375,100.651,100
.9291667,100.6507,100
.9125,100.6503,100
.9041666,100.65,100
.8958333,100.6498,100
.8875,100.6496,100
.8791667,100.6493,100
.7875,100.647,100
.7791666,100.6468,100
.7708333,100.6466,100
.7625,100.6464,100
.7541667,100.6462,100
.7458333,100.646,100
.7375,100.6458,100
.7291667,100.6457,100
.7208334,100.6455,100
.7125,100.6453,100
.7041667,100.6451,100
.6958333,100.6449,100
.6875,100.6447,100
.6708333,100.6444,100
.6625,100.6442,100
.6541666,100.6441,100
.6458333,100.6439,100
.6375,100.6437,100
.6291667,100.6436,100
.6208333,100.6434,100
.5708333,100.6425,100
.5625,100.6423,100
.5541667,100.6422,100
.5458333,100.6421,100
.5375,100.6419,100
.5208333,100.6417,100
.5125,100.6415,100
.5041667,100.6414,100
.4958333,100.6413,100
.4875,100.6411,100
.4791667,100.641,100
.4708333,100.6409,100
.4625,100.6408,100
.4541667,100.6407,100
.3041667,100.6389,100
.2875,100.6388,100
.2791667,100.6387,100
.2708333,100.6386,100
.2625,100.6386,100
.2541667,100.6385,100
.2458333,100.6384,100
.2375,100.6384,100
.2291667,100.6383,100
.2208333,100.6382,100
.2125,100.6382,100
.2041667,100.6381,100
.1958333,100.6381,100
.1875,100.638,100
.1791667,100.638,100
.1708333,100.6379,100
.0875,100.6376,100
.0708333,100.6376,100
.0625,100.6376,100
.0541667,100.6375,100
.0458333,100.6375,100
.0375,100.6375,100
.0291667,100.6375,100
.0208333,100.6375,100
.0041667,100.6375,100
1.529167,100.6817,100
1.404167,100.6761,100
1.395833,100.6757,100
1.3875,100.6754,100
1.379167,100.675,100
1.370833,100.6746,100
1.3625,100.6743,100
1.354167,100.674,100
1.345833,100.6736,100
1.3375,100.6733,100
1.329167,100.6729,100
1.320833,100.6726,100
1.3125,100.6722,100
1.295833,100.6716,100
1.279167,100.6709,100
1.270833,100.6706,100
1.2625,100.6703,100
1.254167,100.67,100
1.245833,100.6696,100
1.2375,100.6693,100
1.229167,100.669,100
1.220833,100.6687,100
1.2125,100.6684,100
1.204167,100.6681,100
1.195833,100.6678,100
1.120833,100.6651,100
1.1125,100.6648,100
1.095833,100.6642,100
1.0625,100.6631,100
1.054167,100.6629,100
1.0125,100.6616,100
1.004167,100.6613,100
.9958333,100.661,100
.9375,100.6593,100
.9125,100.6586,100
.9041666,100.6584,100
.8958333,100.6581,100
.8875,100.6579,100
.8791667,100.6577,100
.8708333,100.6575,100
.7958333,100.6555,100
.7875,100.6553,100
.7791666,100.6551,100
.7708333,100.6549,100
.7625,100.6547,100
.7541667,100.6546,100
.7458333,100.6544,100
.7375,100.6542,100
.7291667,100.654,100
.7208334,100.6538,100
.7125,100.6536,100
.7041667,100.6534,100
.6958333,100.6533,100
.6708333,100.6527,100
.6625,100.6526,100
.6541666,100.6524,100
.6458333,100.6522,100
.6375,100.6521,100
.6291667,100.6519,100
.6208333,100.6517,100
.5708333,100.6508,100
.5625,100.6507,100
.5458333,100.6504,100
.5208333,100.65,100
.5125,100.6499,100
.5041667,100.6497,100
.4875,100.6495,100
.4791667,100.6494,100
.4708333,100.6492,100
.4625,100.6491,100
